sensor_id,warehouse_id,timestamp,temperature,humidity,battery_level,status
S_W27_4,W27,2025-08-25 01:10:00,24.9,62.6,71.9,OK
S_W25_1,W25,2025-08-25 03:50:00,22.1,64.9,62.5,OK
S_W28_2,W28,2025-08-25 03:10:00,23.9,50.7,95.8,OK
S_W41_5,W41,2025-08-25 01:20:00,22.4,46.4,73.6,OK
S_W45_4,W45,2025-08-25 04:30:00,22.0,59.4,53.1,OK
S_W29_2,W29,2025-08-25 02:20:00,16.8,53.9,82.9,OK
S_W37_2,W37,2025-08-25 00:40:00,25.3,54.7,58.3,OK
S_W44_4,W44,2025-08-25 03:45:00,22.4,64.6,74.0,OK
S_W10_2,W10,2025-08-25 04:05:00,29.5,70.2,50.0,OK
S_W21_3,W21,2025-08-25 01:35:00,23.9,52.7,81.5,OK
S_W34_4,W34,2025-08-25 03:00:00,22.9,95.0,98.2,OK
S_W46_2,W46,2025-08-25 03:40:00,19.4,54.3,99.4,OK
S_W29_2,W29,2025-08-25 04:10:00,25.4,52.4,53.0,OK
S_W38_1,W38,2025-08-25 00:35:00,24.3,63.6,94.3,OK
S_W23_5,W23,2025-08-25 01:50:00,27.7,69.6,83.5,OK
S_W29_2,W29,2025-08-25 03:30:00,26.1,66.9,54.7,OK
S_W23_5,W23,2025-08-25 03:45:00,23.1,46.7,87.8,OK
S_W23_4,W23,2025-08-25 04:05:00,25.1,0.0,87.3,OK
S_W48_1,W48,2025-08-25 03:50:00,24.4,60.8,63.8,OK
S_W28_3,W28,2025-08-25 04:35:00,21.0,60.9,75.8,OK
S_W36_1,W36,2025-08-25 03:45:00,28.0,62.9,67.3,OK
S_W43_3,W43,2025-08-25 02:55:00,23.0,57.5,59.4,OK
S_W2_1,W2,2025-08-25 02:15:00,22.4,54.5,76.4,OK
S_W15_2,W15,2025-08-25 01:30:00,26.9,60.9,98.5,OK
S_W37_2,W37,2025-08-25 01:15:00,28.3,60.8,76.4,OK
S_W24_3,W24,2025-08-25 02:10:00,29.6,64.5,82.7,OK
S_W9_4,W9,2025-08-25 02:40:00,24.9,58.8,64.5,OK
S_W17_5,W17,2025-08-25 01:35:00,22.6,66.5,63.5,OK
S_W41_4,W41,2025-08-25 00:35:00,19.4,60.9,96.3,OK
S_W30_4,W30,2025-08-25 01:15:00,23.2,56.8,69.1,OK
S_W2_1,W2,2025-08-25 01:35:00,26.7,56.7,63.4,OK
S_W12_3,W12,2025-08-25 03:30:00,27.6,57.6,66.3,OK
S_W49_5,W49,2025-08-25 04:10:00,25.2,64.5,62.1,OK
S_W14_2,W14,2025-08-25 02:05:00,24.2,60.9,78.6,OK
S_W12_3,W12,2025-08-25 03:00:00,26.6,66.1,59.3,OK
S_W25_4,W25,2025-08-25 01:15:00,25.3,60.0,61.9,OK
S_W48_1,W48,2025-08-25 04:10:00,24.9,63.5,95.8,OK
S_W25_5,W25,2025-08-25 03:20:00,28.5,58.1,92.5,OK
S_W37_1,W37,2025-08-25 02:05:00,23.0,54.9,95.0,OK
S_W1_3,W1,2025-08-25 01:15:00,24.2,54.8,93.1,OK
S_W7_3,W7,2025-08-25 01:05:00,22.8,51.1,77.2,OK
S_W30_2,W30,2025-08-25 00:40:00,20.8,57.8,96.6,OK
S_W31_4,W31,2025-08-25 01:45:00,21.0,62.6,69.6,OK
S_W7_2,W7,2025-08-25 00:30:00,24.0,73.9,89.9,OK
S_W19_4,W19,2025-08-25 01:15:00,20.8,62.3,78.9,OK
S_W40_5,W40,2025-08-25 01:20:00,20.1,49.7,57.4,OK
S_W4_2,W4,2025-08-25 02:20:00,21.2,58.3,72.3,OK
S_W15_4,W15,2025-08-25 02:50:00,-100.0,56.1,97.9,MALFUNCTION
S_W13_1,W13,2025-08-25 01:55:00,18.3,55.0,59.8,OK
S_W46_4,W46,2025-08-25 02:05:00,29.6,66.3,56.2,OK
S_W17_2,W17,2025-08-25 01:35:00,22.0,59.2,79.3,OK
S_W28_2,W28,2025-08-25 01:15:00,100.0,61.9,58.5,MALFUNCTION
S_W31_4,W31,2025-08-25 01:55:00,24.5,63.2,68.0,OK
S_W27_3,W27,2025-08-25 00:10:00,25.8,53.9,81.7,OK
S_W40_3,W40,2025-08-25 03:30:00,28.0,67.1,64.2,OK
S_W36_3,W36,2025-08-25 03:25:00,27.9,68.0,96.3,OK
S_W16_1,W16,2025-08-25 00:50:00,24.6,64.6,62.9,OK
S_W43_5,W43,2025-08-25 03:30:00,27.9,67.2,78.5,OK
S_W39_2,W39,2025-08-25 05:00:00,-100.0,52.4,94.7,MALFUNCTION
S_W9_3,W9,2025-08-25 00:25:00,25.1,66.0,55.9,OK
S_W27_1,W27,2025-08-25 02:15:00,24.6,50.6,69.8,OK
S_W10_2,W10,2025-08-25 03:00:00,26.7,62.5,81.6,OK
S_W49_2,W49,2025-08-25 02:05:00,28.0,45.3,99.6,OK
S_W41_5,W41,2025-08-25 00:05:00,24.0,62.5,77.3,OK
S_W22_1,W22,2025-08-25 04:30:00,27.9,55.8,60.4,OK
S_W33_1,W33,2025-08-25 03:35:00,28.8,73.0,91.6,OK
S_W10_2,W10,2025-08-25 03:30:00,25.8,68.5,57.3,OK
S_W21_5,W21,2025-08-25 04:00:00,22.5,61.0,52.4,OK
S_W23_5,W23,2025-08-25 01:35:00,24.0,57.7,63.9,OK
S_W33_4,W33,2025-08-25 01:05:00,27.8,53.3,97.0,OK
S_W26_1,W26,2025-08-25 03:55:00,26.0,66.5,50.5,OK
S_W43_2,W43,2025-08-25 03:55:00,21.0,55.6,58.2,OK
S_W10_3,W10,2025-08-25 00:10:00,23.0,54.0,53.8,OK
S_W18_2,W18,2025-08-25 03:50:00,23.9,62.7,90.8,OK
S_W5_2,W5,2025-08-25 01:35:00,30.7,62.3,90.9,OK
S_W41_5,W41,2025-08-25 02:15:00,100.0,57.0,87.2,MALFUNCTION
S_W22_2,W22,2025-08-25 01:20:00,28.4,60.7,52.1,OK
S_W9_1,W9,2025-08-25 03:15:00,26.6,50.6,93.3,OK
S_W9_2,W9,2025-08-25 02:55:00,24.1,73.2,85.0,OK
S_W47_5,W47,2025-08-25 03:10:00,27.7,58.7,95.8,OK
S_W14_4,W14,2025-08-25 03:10:00,22.6,57.7,80.8,OK
S_W8_5,W8,2025-08-25 02:25:00,25.0,63.1,69.2,OK
S_W47_4,W47,2025-08-25 00:15:00,30.7,60.3,83.8,OK
S_W31_1,W31,2025-08-25 02:40:00,22.2,67.7,97.6,OK
S_W27_1,W27,2025-08-25 02:25:00,24.9,65.3,72.6,OK
S_W30_2,W30,2025-08-25 01:30:00,26.1,53.8,53.7,OK
S_W42_5,W42,2025-08-25 03:50:00,27.2,62.1,79.1,OK
S_W18_5,W18,2025-08-25 03:00:00,28.8,52.2,89.2,OK
S_W2_5,W2,2025-08-25 02:50:00,29.7,63.9,84.3,OK
S_W4_4,W4,2025-08-25 03:05:00,27.1,64.7,86.7,OK
S_W16_4,W16,2025-08-25 00:30:00,25.5,59.4,94.1,OK
S_W13_2,W13,2025-08-25 02:10:00,22.0,0.0,91.6,OK
S_W27_3,W27,2025-08-25 01:05:00,30.3,59.2,65.6,OK
S_W43_3,W43,2025-08-25 02:10:00,26.3,62.9,81.1,OK
S_W18_1,W18,2025-08-25 03:25:00,27.0,60.3,94.0,OK
S_W36_2,W36,2025-08-25 01:20:00,28.5,62.7,53.5,OK
S_W38_3,W38,2025-08-25 00:35:00,26.3,61.2,99.3,OK
S_W40_4,W40,2025-08-25 01:35:00,18.8,56.6,54.1,OK
S_W38_2,W38,2025-08-25 01:30:00,22.5,54.5,78.6,OK
S_W32_5,W32,2025-08-25 01:20:00,23.2,62.2,97.7,OK
S_W14_4,W14,2025-08-25 01:30:00,26.5,62.3,95.9,OK
S_W10_4,W10,2025-08-25 01:45:00,26.9,63.8,68.7,OK
S_W32_5,W32,2025-08-25 02:50:00,29.4,57.1,60.7,OK
S_W5_3,W5,2025-08-25 00:35:00,30.9,57.3,71.1,OK
S_W33_3,W33,2025-08-25 04:00:00,27.7,59.3,62.4,OK
S_W24_1,W24,2025-08-25 05:05:00,24.8,56.6,95.4,OK
S_W46_1,W46,2025-08-25 04:20:00,26.0,60.6,61.1,OK
S_W50_1,W50,2025-08-25 00:30:00,23.6,64.3,83.4,OK
S_W15_5,W15,2025-08-25 02:25:00,24.3,52.7,59.3,OK
S_W10_5,W10,2025-08-25 03:30:00,29.3,56.9,68.3,OK
S_W38_4,W38,2025-08-25 00:20:00,21.6,62.6,79.3,OK
S_W37_4,W37,2025-08-25 04:15:00,19.5,56.3,77.8,OK
S_W44_4,W44,2025-08-25 00:40:00,22.8,60.0,51.8,OK
S_W31_1,W31,2025-08-25 01:35:00,28.2,58.7,73.9,OK
S_W39_1,W39,2025-08-25 02:05:00,28.2,57.2,71.2,OK
S_W12_2,W12,2025-08-25 02:30:00,21.1,58.4,96.2,OK
S_W19_2,W19,2025-08-25 03:35:00,26.4,62.5,90.8,OK
S_W28_1,W28,2025-08-25 00:45:00,25.4,61.7,94.5,OK
S_W7_4,W7,2025-08-25 01:20:00,22.8,66.1,61.3,OK
S_W5_2,W5,2025-08-25 02:00:00,25.9,65.8,65.6,OK
S_W10_2,W10,2025-08-25 00:50:00,24.2,67.0,75.1,OK
S_W34_1,W34,2025-08-25 00:15:00,29.3,62.2,86.6,OK
S_W28_3,W28,2025-08-25 02:35:00,25.2,59.8,91.3,OK
S_W2_4,W2,2025-08-25 03:10:00,19.5,55.4,89.9,OK
S_W28_2,W28,2025-08-25 01:40:00,26.3,57.7,88.4,OK
S_W24_2,W24,2025-08-25 04:05:00,22.6,59.8,94.1,OK
S_W13_5,W13,2025-08-25 03:30:00,21.5,56.2,87.8,OK
S_W36_2,W36,2025-08-25 03:25:00,31.3,63.0,73.2,OK
S_W49_3,W49,2025-08-25 00:30:00,24.3,64.2,100.0,OK
S_W50_5,W50,2025-08-25 02:55:00,23.0,56.9,79.2,OK
S_W14_1,W14,2025-08-25 03:30:00,29.3,95.0,62.4,OK
S_W34_4,W34,2025-08-25 03:55:00,23.5,73.4,91.7,OK
S_W7_4,W7,2025-08-25 00:30:00,26.9,64.4,54.9,OK
S_W5_4,W5,2025-08-25 02:25:00,22.7,57.5,90.0,OK
S_W38_3,W38,2025-08-25 01:00:00,23.1,67.1,57.8,OK
S_W42_3,W42,2025-08-25 03:15:00,23.7,56.8,81.5,OK
S_W26_2,W26,2025-08-25 00:45:00,33.5,48.5,74.5,OK
S_W2_2,W2,2025-08-25 01:40:00,22.5,64.1,60.4,OK
S_W26_3,W26,2025-08-25 01:45:00,30.5,63.3,96.2,OK
S_W2_5,W2,2025-08-25 00:10:00,30.2,70.1,52.4,OK
S_W9_4,W9,2025-08-25 02:05:00,30.0,61.7,88.6,OK
S_W16_1,W16,2025-08-25 03:20:00,19.7,62.0,85.2,OK
S_W28_1,W28,2025-08-25 04:00:00,27.4,62.9,58.0,OK
S_W20_1,W20,2025-08-25 03:25:00,23.8,59.3,50.5,OK
S_W27_2,W27,2025-08-25 01:30:00,21.7,54.7,69.0,OK
S_W44_2,W44,2025-08-25 01:25:00,25.6,65.2,53.8,OK
S_W23_5,W23,2025-08-25 01:05:00,25.8,51.7,76.6,OK
S_W21_1,W21,2025-08-25 02:45:00,24.5,60.1,52.3,OK
S_W15_4,W15,2025-08-25 02:30:00,25.3,64.9,50.7,OK
S_W34_1,W34,2025-08-25 04:40:00,26.9,59.6,72.6,OK
S_W50_2,W50,2025-08-25 00:45:00,23.5,52.6,84.0,OK
S_W21_5,W21,2025-08-25 01:00:00,26.8,57.0,59.8,OK
S_W49_5,W49,2025-08-25 01:00:00,25.7,66.0,99.6,OK
S_W1_5,W1,2025-08-25 00:40:00,27.0,74.9,55.9,OK
S_W31_2,W31,2025-08-25 01:00:00,24.7,62.6,76.6,OK
S_W48_4,W48,2025-08-25 02:25:00,22.2,61.1,58.0,OK
S_W44_4,W44,2025-08-25 02:30:00,21.8,48.5,83.5,OK
S_W5_5,W5,2025-08-25 02:25:00,29.1,54.0,97.8,OK
S_W50_2,W50,2025-08-25 00:30:00,25.6,64.7,91.9,OK
S_W7_3,W7,2025-08-25 03:45:00,24.5,62.2,91.7,OK
S_W4_4,W4,2025-08-25 01:20:00,21.9,59.4,89.1,OK
S_W44_1,W44,2025-08-25 01:50:00,30.8,54.6,66.2,OK
S_W5_4,W5,2025-08-25 03:05:00,25.3,61.2,61.0,OK
S_W23_5,W23,2025-08-25 00:50:00,28.5,59.4,95.3,OK
S_W33_5,W33,2025-08-25 04:10:00,23.9,61.9,53.4,OK
S_W45_1,W45,2025-08-25 01:25:00,21.8,55.1,85.2,OK
S_W42_3,W42,2025-08-25 03:30:00,20.0,60.0,74.7,OK
S_W23_1,W23,2025-08-25 03:00:00,26.4,59.3,93.9,OK
S_W28_5,W28,2025-08-25 00:25:00,24.4,53.9,51.1,OK
S_W8_4,W8,2025-08-25 01:25:00,29.2,60.7,57.7,OK
S_W23_1,W23,2025-08-25 00:15:00,21.8,56.7,69.6,OK
S_W13_2,W13,2025-08-25 00:05:00,22.3,67.4,99.4,OK
S_W25_2,W25,2025-08-25 02:00:00,22.3,70.8,67.9,OK
S_W21_4,W21,2025-08-25 00:30:00,25.7,60.4,63.3,OK
S_W4_1,W4,2025-08-25 00:55:00,22.8,57.8,66.0,OK
S_W12_4,W12,2025-08-25 02:30:00,22.4,65.7,72.7,OK
S_W23_2,W23,2025-08-25 03:05:00,25.2,61.0,84.4,OK
S_W50_5,W50,2025-08-25 00:15:00,20.8,61.2,97.5,OK
S_W17_3,W17,2025-08-25 04:25:00,27.6,53.4,93.0,OK
S_W43_2,W43,2025-08-25 01:25:00,21.7,55.3,53.0,OK
S_W34_2,W34,2025-08-25 02:55:00,100.0,63.2,92.5,MALFUNCTION
S_W35_5,W35,2025-08-25 02:25:00,28.6,56.0,70.6,OK
S_W45_5,W45,2025-08-25 03:20:00,22.9,71.8,80.8,OK
S_W35_2,W35,2025-08-25 02:35:00,22.9,59.7,56.9,OK
S_W44_5,W44,2025-08-25 00:30:00,30.7,53.6,73.5,OK
S_W1_3,W1,2025-08-25 03:15:00,26.7,66.1,62.7,OK
S_W44_5,W44,2025-08-25 01:40:00,24.6,56.2,78.4,OK
S_W20_3,W20,2025-08-25 02:30:00,28.5,95.0,51.4,OK
S_W24_5,W24,2025-08-25 00:10:00,29.2,62.9,91.3,OK
S_W43_3,W43,2025-08-25 00:35:00,26.8,60.3,63.5,OK
S_W10_4,W10,2025-08-25 01:35:00,23.8,55.8,86.9,OK
S_W34_2,W34,2025-08-25 01:55:00,27.9,66.7,72.9,OK
S_W47_2,W47,2025-08-25 00:30:00,23.0,57.6,53.0,OK
S_W6_1,W6,2025-08-25 03:05:00,100.0,60.7,85.3,MALFUNCTION
S_W27_1,W27,2025-08-25 00:10:00,24.0,67.6,92.7,OK
S_W47_2,W47,2025-08-25 04:15:00,23.5,57.3,88.0,OK
S_W38_1,W38,2025-08-25 01:00:00,20.1,58.7,64.7,OK
S_W30_1,W30,2025-08-25 01:55:00,21.3,62.2,54.5,OK
S_W30_5,W30,2025-08-25 03:15:00,26.1,55.6,89.9,OK
S_W23_3,W23,2025-08-25 00:40:00,24.3,61.1,89.2,OK
S_W25_3,W25,2025-08-25 03:00:00,22.6,66.0,77.5,OK
S_W2_1,W2,2025-08-25 02:30:00,19.9,66.4,92.9,OK
S_W46_5,W46,2025-08-25 02:40:00,28.0,63.0,57.5,OK
S_W29_4,W29,2025-08-25 00:20:00,25.3,58.5,89.7,OK
S_W18_4,W18,2025-08-25 00:20:00,24.3,57.3,86.0,OK
S_W45_3,W45,2025-08-25 01:25:00,25.2,63.9,71.8,OK
S_W14_3,W14,2025-08-25 01:35:00,24.6,64.7,97.0,OK
S_W17_5,W17,2025-08-25 03:30:00,-100.0,54.8,58.7,MALFUNCTION
S_W3_1,W3,2025-08-25 00:55:00,25.7,63.8,84.3,OK
S_W42_2,W42,2025-08-25 02:45:00,22.7,58.0,83.9,OK
S_W25_5,W25,2025-08-25 03:05:00,18.5,57.0,66.1,OK
S_W6_4,W6,2025-08-25 01:10:00,28.1,71.0,53.0,OK
S_W32_4,W32,2025-08-25 03:05:00,22.6,62.6,92.6,OK
S_W3_1,W3,2025-08-25 02:20:00,22.8,59.9,56.0,OK
S_W21_2,W21,2025-08-25 02:30:00,30.3,56.4,71.2,OK
S_W8_1,W8,2025-08-25 00:35:00,24.9,52.4,77.2,OK
S_W35_5,W35,2025-08-25 01:15:00,19.7,50.4,60.8,OK
S_W16_1,W16,2025-08-25 02:55:00,23.5,56.5,77.8,OK
S_W17_4,W17,2025-08-25 01:50:00,21.4,49.1,51.6,OK
S_W44_3,W44,2025-08-25 02:30:00,24.4,59.2,100.0,OK
S_W25_1,W25,2025-08-25 02:25:00,24.3,61.2,85.4,OK
S_W3_3,W3,2025-08-25 01:35:00,25.5,52.1,64.3,OK
S_W13_2,W13,2025-08-25 00:20:00,19.1,55.1,78.0,OK
S_W3_4,W3,2025-08-25 02:40:00,26.7,55.6,69.2,OK
S_W3_4,W3,2025-08-25 04:05:00,24.1,59.3,54.2,OK
S_W22_5,W22,2025-08-25 00:20:00,29.0,59.3,60.8,OK
S_W34_2,W34,2025-08-25 02:25:00,25.8,61.9,62.1,OK
S_W28_5,W28,2025-08-25 04:15:00,23.9,52.8,64.5,OK
S_W11_5,W11,2025-08-25 03:00:00,22.2,63.7,83.6,OK
S_W2_5,W2,2025-08-25 04:20:00,19.7,64.8,86.3,OK
S_W32_2,W32,2025-08-25 02:00:00,26.4,55.6,83.2,OK
S_W18_3,W18,2025-08-25 00:05:00,27.9,58.2,86.0,OK
S_W13_3,W13,2025-08-25 03:35:00,27.6,62.4,89.7,OK
S_W35_4,W35,2025-08-25 02:30:00,22.8,54.6,51.2,OK
S_W28_1,W28,2025-08-25 01:05:00,24.4,65.9,73.6,OK
